PLAYER,POS,GROUP,STATUS,FCHL TEAM,NHL TEAM,AGE,SALARY,BID,PTS,PRIOR FCHL TEAM
Antti Tuomisto,D,3,,UFA,VGK,26,0.0,0,0,
Kai Uchacz,F,3,,UFA,VGK,24,0.0,0,3,
Cameron Whitehead,G,3,,UFA,VGK,24,0.0,0,0,
Jakub Brabenec,F,3,,UFA,VGK,24,0.0,0,0,
Ivan Morozov,F,3,,UFA,VGK,27,0.0,0,0,
Dylan McIlrath,D,3,,UFA,WSH,35,0.0,0,2,
Louie Belpedio,D,3,,UFA,WSH,31,0.0,0,0,
Andrew Cristall,F,A,MINOR,JHN,WSH,22,0.5,0,0,
Mitchell Gibson,G,3,,UFA,WSH,28,0.0,0,0,
David Gucciardi,D,3,,UFA,WSH,24,0.0,0,0,
Tyler Kopff,F,3,,UFA,WSH,24,0.0,0,0,
Jacob MacDonald,D,3,,UFA,WSH,34,0.0,0,0,
Theodor Niederbach,F,3,,UFA,WSH,25,0.0,0,0,
Spencer Smallman,F,3,,UFA,WSH,31,0.0,0,0,
Bogdan Trineyev,F,3,,UFA,WSH,25,0.0,0,1,
Brett Hyland,F,3,,UFA,WSH,24,0.0,0,0,
Joaquim Lemay,D,3,,UFA,WSH,25,0.0,0,0,
Nikita Chibrikov,F,B,MINOR,SRL,WPG,24,0.5,0,23,
Colby Barlow,F,A,MINOR,VPP,WPG,22,0.5,0,0,
Tyrel Bauer,D,3,,UFA,WPG,25,0.0,0,0,
Walker Duehr,F,3,,UFA,WPG,29,0.0,0,0,
Thomas Milic,G,3,,UFA,WPG,24,0.0,0,0,
Isaak Phillips,D,3,,UFA,WPG,25,0.0,0,0,
Isaac Poulter,G,3,,UFA,WPG,26,0.0,0,0,
Henry Thrun,D,3,START,LPT,WPG,26,0.5,0,1,
Lucas Wahlin,F,3,,UFA,WPG,26,0.0,0,0,
Brayden Yager,F,A,MINOR,BOT,WPG,22,0.5,0,4,
Rasmus Kupari,F,3,,UFA,WPG,27,0.0,0,0,
Dmitri Rashevsky,F,3,,UFA,WPG,26,0.0,0,0,
Chaz Lucius,F,B,MINOR,VPP,,24,0.5,0,0,
Ian Scott,G,F,MINOR,HSM,,28,0.5,0,0,
Thomas Bordeleau,F,C,MINOR,ZSK,,25,0.5,0,0,
